bet_id,created_at,turnover,payout_multiplier,user_id,game_name
KLCHMXBW302983,30/1/2023 7:44,19.56,106.22,19,Rainbow candy
JGWDQSFJ051875,30/1/2023 7:44,75.39,0,19,Sugar 1000
PXTULPYN080696,30/1/2023 7:46,134.8,0,19,Sugar 1000
SNQCNDVE947178,30/1/2023 7:48,99.09,52.07,19,Rainbow candy
XYKCDMFO412502,30/1/2023 7:49,124.02,0,19,Sugar 1000
PIGCZTVO945465,30/1/2023 7:50,30.89,191.53,19,Sugar 1000
XPPJCIYP797337,30/1/2023 7:51,40.98,0,19,Sweet mint
LPKWPYUT345364,30/1/2023 7:52,29.76,0,19,Sugar 1000
AZVXGLTT080925,30/1/2023 7:54,105.87,0,19,Sweet mint
PJOMAWTW318430,30/1/2023 7:54,66.31,193.01,19,Rainbow candy
GTELERJE324086,30/1/2023 7:55,25.6,0,19,Rainbow candy
QFUSXSGH668131,30/1/2023 7:56,25.41,0,19,Sweet mint
DTOZXZHQ749791,30/1/2023 7:57,113.45,225.08,19,Rainbow candy
SVWPIRDB084206,30/1/2023 7:58,102.39,0,19,Rainbow candy
KTXLQMSE859138,30/1/2023 8:00,119.86,0,19,Sugar 1000
CCIULDIF017876,30/1/2023 8:01,34.77,166.21,19,Rainbow candy
PVVYGRKB100451,30/1/2023 8:02,29.74,0,19,Sugar 1000
OUIGPLBW796772,30/1/2023 8:04,96.45,0,19,Rainbow candy
RRFUTEBC683624,30/1/2023 8:04,114.98,0,19,Rainbow candy
IFVLFUHU647279,30/1/2023 8:06,78.91,0,19,Rainbow candy
GOHVELYJ905905,30/1/2023 8:08,35.96,0,19,Sugar 1000
MISNOWIG212252,30/1/2023 8:08,18.4,0,19,Sugar 1000
WNZRUZDO916950,30/1/2023 8:10,99.18,0,19,Sugar 1000
WOYUYSLD929291,30/1/2023 8:10,71.15,135.37,19,Sugar 1000
MDNIRCLT444545,30/1/2023 8:12,18.93,0,19,Rainbow candy
RSWBCNVW662584,30/1/2023 8:13,53.3,174.99,19,Rainbow candy
TGDLUWKO864539,30/1/2023 8:15,79.58,0,19,Sugar 1000
OGXMOQRO445580,30/1/2023 8:15,84.79,0,19,Sugar 1000
EAKUJJTA534459,30/1/2023 8:16,45.24,164.26,19,Rainbow candy
IHJUVKDL720269,30/1/2023 8:17,78.76,0,19,Sugar 1000
TITJOFZG654687,30/1/2023 8:17,57.53,0,19,Sweet mint
ZXNQJPBI731273,30/1/2023 8:18,73.47,0,19,Sugar 1000
HVIUSBIZ980687,30/1/2023 8:20,61.36,0,19,Sugar 1000
NRZJRZNQ298823,30/1/2023 8:21,33.47,0,19,Sugar 1000
XYZRMZNZ967276,30/1/2023 8:21,102.13,53.31,19,Sweet mint
UHFJQVUS686386,30/5/2023 0:17,36.6,0,19,Rainbow candy
RMNICXKH587295,30/5/2023 0:18,105.13,0,19,Sugar 1000
VEALQCEE506890,30/5/2023 0:19,19.37,0,19,Sugar 1000
ORALMBRZ557163,30/5/2023 0:20,144.17,157.09,19,Sugar 1000
RBMQWCMR245521,30/5/2023 0:22,72.7,0,19,Sugar 1000
SJBCKHBZ098692,30/5/2023 0:23,87.05,0,19,Rainbow candy
PGADQVIQ251356,30/5/2023 0:25,82.47,0,19,Sugar 1000
YEETDEPK186003,30/5/2023 0:25,28.76,0,19,Sugar 1000
BBNSUEMA335072,30/5/2023 0:27,55.17,0,19,Sugar 1000
EGLWQCIO301015,30/5/2023 0:27,44.41,0,19,Sugar 1000
ELUEZCYQ939142,30/5/2023 0:28,98.67,0,19,Sugar 1000
ZYHARHFL819174,30/5/2023 0:30,15.5,154.09,19,Rainbow candy
JCWYDZQV456790,30/5/2023 0:31,33.14,68.16,19,Rainbow candy
NXNEMCMU485160,30/5/2023 0:32,20.73,220,19,Sugar 1000
UUGOEQTJ633467,30/5/2023 0:33,43.06,0,19,Sweet mint
EAXBGTGM788792,30/5/2023 0:35,13.24,210.02,19,Sweet mint
KTBTNZUP233714,30/5/2023 0:36,25.61,0,19,Sweet mint
WVBEJPRX368806,30/5/2023 0:37,62.88,0,19,Sweet mint
CZGQHEWA177194,30/5/2023 0:39,86.41,0,19,Rainbow candy
ZBMLLCGQ566784,30/5/2023 0:40,107.27,232.76,19,Sweet mint
EXNETAPQ005438,30/5/2023 0:41,110.08,0,19,Rainbow candy
UDZEJBPU741652,30/5/2023 0:42,63.33,0,19,Sugar 1000
IZJEYFCK321629,30/5/2023 0:43,31.64,0,19,Sweet mint
PKVISYBI534048,30/5/2023 0:44,78.64,0,19,Sugar 1000
MSGPKJCU921760,30/5/2023 0:44,96.33,0,19,Sugar 1000
ILXWVCRV997968,30/5/2023 0:45,104.87,0,19,Rainbow candy
CCXPRVSF663187,30/5/2023 0:47,70.18,0,19,Sugar 1000
YFVVQJET640156,30/5/2023 0:47,121.62,0,19,Rainbow candy
YPIIIZXN515551,30/5/2023 0:48,129.37,0,19,Sweet mint
HIPJEKBX524611,30/5/2023 0:50,18.06,0,19,Sweet mint
FWDCHMRM395451,30/5/2023 0:51,29.89,137.83,19,Sweet mint
OKGNEJKT698389,30/5/2023 0:53,129.21,0,19,Rainbow candy
SHSUTCZD601839,30/5/2023 0:53,74.95,0,19,Sweet mint
OKEKYWGH918744,30/5/2023 0:54,98.99,0,19,Rainbow candy
CMFIHKOH547409,31/1/2023 11:10,70.26,223.09,19,Sugar 1000
BIJZHWKG726740,31/1/2023 11:11,142.87,0,19,Sugar 1000
LKSWYWWL672512,31/1/2023 11:13,108.65,0,19,Rainbow candy
NOPWUUKG982286,31/1/2023 11:13,66.92,0,19,Rainbow candy
OKASLQOU075794,31/1/2023 11:14,53.25,0,19,Sweet mint
LFGZHTLQ999354,31/1/2023 11:16,128.02,45.93,19,Sugar 1000
WMUBUBPX570975,31/1/2023 11:18,24.72,0,19,Sweet mint
DRNIQFPN547403,31/1/2023 11:19,5.75,103.7,19,Sugar 1000
OBHACJIP596717,31/1/2023 11:20,146.2,0,19,Sweet mint
XVBZLCYX554644,31/1/2023 11:20,14.1,89.16,19,Sweet mint
SPZLEQVX996994,31/1/2023 11:20,52.72,190.88,19,Sweet mint
QUFMFSQI282615,31/1/2023 11:21,62.13,0,19,Sweet mint
QGCBSFDP699500,31/1/2023 11:23,104.12,66.81,19,Sweet mint
OFNUENTS126865,31/1/2023 11:25,143.56,64.25,19,Rainbow candy
GVLXWONC103296,31/1/2023 11:25,134.32,0,19,Sugar 1000
SCEJOZDZ362838,31/1/2023 11:27,142.08,233.59,19,Sweet mint
PAMERKWX230845,31/1/2023 11:27,35.21,232.65,19,Sugar 1000
PONGLTQE838551,31/1/2023 11:29,40.32,0,19,Rainbow candy
EJFJYGHQ984554,31/1/2023 11:29,145.79,0,19,Sweet mint
FKYWRBOO415262,31/1/2023 11:30,40.53,0,19,Rainbow candy
VMMHYLMJ579909,31/1/2023 11:31,119.57,0,19,Sugar 1000
MNCEXENI448769,31/1/2023 11:33,30.64,0,19,Rainbow candy
VNFZCHQU600694,31/1/2023 11:34,56.48,225.11,19,Rainbow candy
MCMKNINC313683,31/1/2023 11:35,64.11,0,19,Sweet mint
JSIIEJFP784989,31/1/2023 11:37,52.24,0,19,Sweet mint
XEDPBGBE421312,31/1/2023 11:39,39.52,0,19,Sugar 1000
RKZNIGBO948475,31/1/2023 11:39,126.06,0,19,Sweet mint
BWHGQRDC535030,31/1/2023 11:41,87.2,0,19,Sugar 1000
XDICNPUK250119,31/1/2023 11:42,126.82,78.13,19,Rainbow candy
UBLQCWCO607796,31/1/2023 11:44,63.63,0,19,Sweet mint
BQQBJTHJ557953,31/1/2023 11:46,3.57,0,19,Sweet mint
BDTSVQFQ118548,31/1/2023 11:47,48.37,0,19,Rainbow candy
JKAOMHEQ514564,31/1/2023 11:48,104.86,0,19,Sweet mint
XPVCPPQM215164,31/1/2023 11:50,15.83,228.16,19,Sweet mint
YGMCBUGQ827008,31/1/2023 11:51,38.39,170.84,19,Sweet mint
JWJWZDXP126290,31/1/2023 11:52,92.14,78.56,19,Sugar 1000
MBWATXNT154546,31/1/2023 11:52,130.13,188.69,19,Rainbow candy
PRVIXBPG295940,31/1/2023 11:53,103.91,0,19,Rainbow candy
NSTTXPZC518578,31/1/2023 11:55,113.29,0,19,Sugar 1000
LPFGHING837947,31/1/2023 11:57,35.39,0,19,Sugar 1000
QYTBRODV117545,31/1/2023 11:59,142.29,20.92,19,Sweet mint
MCZEBZYG201394,31/1/2023 11:59,126.85,26.29,19,Sugar 1000
VNIORJJQ780886,31/1/2023 12:00,54.31,159.39,19,Sweet mint
BCFCTMLC019956,31/1/2023 12:01,7.18,0,19,Rainbow candy
XSXSISVM070791,31/1/2023 12:02,114.92,0,19,Sweet mint
ZHOJOOQS000463,31/1/2023 12:03,111.96,76.89,19,Sweet mint
LWADRZGR280803,31/1/2023 12:05,34.35,60.72,19,Rainbow candy
LPZLWLNL023648,31/1/2023 12:06,73.45,0,19,Sweet mint
DVZDEZAK333882,31/1/2023 12:06,109.82,0,19,Rainbow candy
VMYIZDBW053357,31/1/2023 12:07,139.51,0,19,Rainbow candy
CBUZODAW471456,31/1/2023 12:08,23.89,0,19,Rainbow candy
MDIMTHKX451054,31/1/2023 12:08,106.9,0,19,Rainbow candy
ICPIJUCK573644,31/1/2023 12:09,68.18,0,19,Sweet mint
HQJFTAGS784027,31/1/2023 12:10,100.25,0,19,Rainbow candy
EUXIPLKM778553,31/1/2023 12:11,29.17,0,19,Sweet mint
UHWWRYLN283894,31/1/2023 12:12,144.57,0,19,Rainbow candy
DGRSBQGM280225,31/1/2023 12:13,11.81,0,19,Rainbow candy
EEBWXWFY234392,31/1/2023 12:13,13.04,0,19,Sweet mint
TLAIXKHW032511,31/1/2023 12:14,115.93,31.42,19,Rainbow candy
SLVYLEVS390651,31/1/2023 12:15,18.43,0,19,Sugar 1000
WKJJTNIM324772,31/1/2023 12:16,119.93,0.76,19,Rainbow candy
PIIRDPIJ282449,31/1/2023 12:18,6.87,0,19,Sweet mint
JBFRGJQC987572,31/1/2023 12:18,1.37,0,19,Sweet mint
ACEKLKKA539361,31/1/2023 12:20,62.67,0,19,Sweet mint
PIDHZGRI522159,31/1/2023 12:20,146.89,0,19,Sweet mint
WAMNHQIY971803,31/1/2023 12:20,64.98,135.42,19,Sweet mint
UTLNCAZR074256,31/1/2023 12:22,67.33,200.64,19,Rainbow candy
YGXZNRLY977283,31/1/2023 12:23,62.18,0,19,Rainbow candy
JYOOXLJF370319,31/1/2023 12:24,56.76,0,19,Sweet mint
ZTTDJVOH858361,31/1/2023 12:24,69.38,1.82,19,Rainbow candy
EMCACJDF428164,31/1/2023 12:25,2.28,0,19,Rainbow candy
MHGANZSJ295371,31/1/2023 12:25,98.78,47.9,19,Sugar 1000
BYQRIFGT260684,31/1/2023 12:27,124.76,0,19,Rainbow candy
KNBUFKDT378770,31/1/2023 12:28,5.35,0,19,Rainbow candy
WVKZXNDW520867,31/1/2023 12:29,125.25,0,19,Rainbow candy
DKQPYQWC622043,31/1/2023 12:29,87.24,0,19,Rainbow candy
XKRVJMSE953482,31/1/2023 12:30,106.43,58.63,19,Sweet mint
FDAURCTZ413029,31/1/2023 12:31,65.5,140.74,19,Sweet mint
JTRVXOKL440412,31/1/2023 12:32,101.09,193.3,19,Sweet mint
YBOLGJYY923675,31/1/2023 12:34,5.08,0,19,Sugar 1000
ABRMTYKU481547,31/1/2023 12:34,31.11,0,19,Rainbow candy
HZYVKDXV440391,31/1/2023 12:36,127.77,0,19,Rainbow candy
JVHZQHRN412930,31/1/2023 12:37,29.57,118.07,19,Sugar 1000
BEPGMJNC408777,31/1/2023 12:38,83.54,0,19,Sweet mint
ALDOWGVB768178,31/1/2023 12:40,76.71,0,19,Sugar 1000
NLCMBIHH003777,31/1/2023 12:40,3.34,0,19,Sweet mint
VZCPQRNK176035,31/1/2023 12:42,49.86,0,19,Rainbow candy
ZSACXCWA973344,31/1/2023 12:44,135.11,0,19,Rainbow candy
UDGEJQKC736266,31/1/2023 12:45,57.68,154.08,19,Sweet mint
SMCKGWPL885869,31/1/2023 12:46,9.99,0,19,Sugar 1000
OSDEMZJG049832,31/1/2023 12:47,87.56,0,19,Sweet mint
ZHZEVKRF496124,31/1/2023 12:47,143.49,0,19,Sweet mint
HYYOUDNZ156935,31/1/2023 12:48,96.91,64.19,19,Rainbow candy
AABJWMDI870401,31/1/2023 12:49,102.79,89.77,19,Sweet mint
DMKOIBQU088633,31/1/2023 12:50,37,202.18,19,Sugar 1000
QFLNXCZV237509,31/1/2023 12:52,73.04,0,19,Rainbow candy
MTVGYVBT541349,31/1/2023 12:53,127.88,0,19,Rainbow candy
IRXUFQRS672759,31/1/2023 12:53,34.59,11.13,19,Rainbow candy
TGQWTTWL318434,31/1/2023 12:54,20.99,0,19,Rainbow candy
AFEBKOFW564869,31/1/2023 12:55,79.84,82.63,19,Sugar 1000
OVTFOLCT792139,31/1/2023 12:57,137.06,28.99,19,Sugar 1000
GLGSEIJU903438,31/1/2023 12:58,14.76,0,19,Sweet mint
AMBIVAGS365644,31/1/2023 12:59,140.76,164.14,19,Sweet mint
GWXSWWLV170437,31/1/2023 13:00,123.61,0,19,Rainbow candy
MXGLAZJV015534,31/1/2023 13:02,109.47,0,19,Sweet mint
CPEPQVZJ225211,31/1/2023 13:03,135.55,0,19,Sugar 1000
DPWYKEEV292133,31/1/2023 13:04,106.99,173.89,19,Sweet mint
VKTJUFCC768279,31/1/2023 13:05,128.97,0,19,Sweet mint
QZAKTMPD646901,31/1/2023 13:07,24.14,0,19,Rainbow candy
WTGDTPYU717326,31/1/2023 13:07,28.28,0,19,Rainbow candy
YQGUFRIU414595,31/1/2023 13:07,60.93,7.24,19,Sugar 1000
AAHYYYHO429015,31/1/2023 13:09,141.53,209.2,19,Sugar 1000
NYMFIDNT640349,31/1/2023 13:09,117.35,0,19,Rainbow candy
NLAFFKAN863190,31/1/2023 13:10,31.29,0,19,Sweet mint
OHQZXARE050721,31/1/2023 13:10,67.09,0,19,Rainbow candy
JXETLDSF374998,31/1/2023 13:11,80.95,0,19,Sweet mint
BDCSWFLI832005,31/1/2023 13:12,148.89,227.78,19,Sugar 1000
QUGIKBYX594587,31/1/2023 13:13,136.56,162.99,19,Sugar 1000
EJMAVNHB162244,31/1/2023 13:14,27.57,162.1,19,Rainbow candy
JPXKXJGG185305,31/1/2023 13:15,146.13,197.56,19,Sugar 1000
MUPWRXEI443547,31/1/2023 13:17,19.09,176.26,19,Rainbow candy
KKRQQBOR384918,31/1/2023 13:18,119.24,0,19,Sugar 1000
RVZYBRKE343159,31/1/2023 13:20,69.88,0,19,Rainbow candy
LMKFWYHX173785,31/1/2023 13:20,114.83,0,19,Sugar 1000
SSJSQCFM538130,31/1/2023 13:22,72.45,0,19,Sugar 1000
EXDBGLFE985281,31/1/2023 13:23,109.51,0,19,Sugar 1000
GLAMHQQK144730,31/1/2023 13:25,39.72,0,19,Rainbow candy
ZQLVOHKM570297,31/1/2023 13:25,133.67,0,19,Sweet mint
JFNLVBGK780205,31/1/2023 13:26,68.84,0,19,Sugar 1000
ZOULHFRU586026,31/1/2023 13:28,106.98,0,19,Rainbow candy
IBIZDIRL525216,31/1/2023 13:29,51.13,0,19,Rainbow candy
RPUANDJR388331,31/1/2023 13:31,20.28,0,19,Sweet mint
XJGXGAZW445955,31/1/2023 13:32,127.21,18.71,19,Sugar 1000
GOBVCIPW484968,31/1/2023 13:33,99.23,0,19,Rainbow candy
AQKGOUZH412059,31/1/2023 13:33,135.92,186.27,19,Sweet mint
JCLFSOTP808925,31/1/2023 13:35,54.59,0,19,Sweet mint
WAIIORLY140378,31/1/2023 13:36,44.7,0,19,Sugar 1000
ZCNSGLRZ311405,31/1/2023 13:37,128.56,151.24,19,Rainbow candy
ZGFTCOMR371178,31/1/2023 13:38,95.01,0,19,Rainbow candy
XOZDHCNG052330,31/1/2023 13:38,94.27,126.93,19,Sugar 1000
JJWOVSIV362902,31/1/2023 13:40,8.73,0,19,Rainbow candy
OLKPSYKQ713238,31/1/2023 13:41,30.14,0,19,Sugar 1000
MHSVBIVG486332,31/1/2023 13:42,144.65,0,19,Sweet mint
IWFUFHRO813181,31/1/2023 13:43,149.35,0,19,Sugar 1000
WOJAVZAH028752,31/1/2023 13:45,88.93,77.78,19,Rainbow candy
RUIZBGPN909435,31/1/2023 13:46,89.43,0,19,Sugar 1000
ASECUCRP861808,31/1/2023 13:48,103.59,0,19,Rainbow candy
RXDQGIGB131753,31/1/2023 13:49,77.75,139.85,19,Sugar 1000
XTNQEQDN908056,31/1/2023 13:50,19.54,0,19,Rainbow candy
LKEQEEJY061332,31/1/2023 13:51,38.66,169.26,19,Sweet mint
QPVZZTAM596828,31/1/2023 13:53,28.63,0,19,Rainbow candy
EYWZZATG685830,31/1/2023 13:55,109.95,67.29,19,Sweet mint
ZCKYLXGI012010,31/1/2023 13:56,99.3,0,19,Rainbow candy
EKPPGPEV443394,31/1/2023 13:56,122.76,80.4,19,Rainbow candy
GAULDZKT757414,31/1/2023 13:58,13.38,0,19,Rainbow candy
ZVGWSSVM282981,31/1/2023 13:59,62.1,182.54,19,Sweet mint
JBLQHPOW366439,31/1/2023 14:00,106.63,0,19,Rainbow candy
KUXRTQOZ479663,31/1/2023 14:01,99.68,206.27,19,Sweet mint
XSTGLCRG014566,31/1/2023 14:03,68.32,0,19,Sugar 1000
MHTXJOIB571209,31/1/2023 14:04,17.06,109.22,19,Sweet mint
WSLBOOPD671535,31/1/2023 14:06,101.16,0,19,Rainbow candy
ERZBZOMR079145,31/1/2023 14:08,31.09,0,19,Rainbow candy
DDCCQZLN758665,31/1/2023 14:09,47.6,0,19,Sweet mint
PYNRFRWE922851,31/1/2023 14:11,41.4,44.48,19,Sugar 1000
FWDEEFDI790261,31/1/2023 14:12,29.11,38.66,19,Sweet mint
JQIYWJTI603567,31/1/2023 14:14,113.45,91.87,19,Sweet mint
JJWEOSVF764701,31/1/2023 14:15,75.77,0,19,Rainbow candy
OHSKKJPX400160,31/1/2023 14:17,49.01,109.79,19,Rainbow candy
VNDRXFYI253665,31/1/2023 14:18,127.49,69.82,19,Sugar 1000
BHDEFYVH446276,31/1/2023 14:19,16.96,0,19,Sweet mint
ZWQGBJHK362434,31/1/2023 14:19,60.55,0,19,Sugar 1000
GAWOOIYD482096,31/1/2023 14:19,112.65,19.87,19,Sugar 1000
YADIVGGC586341,31/1/2023 14:20,75.49,0,19,Sweet mint
STCQUUVP172487,31/1/2023 14:20,27.25,0,19,Sweet mint
SPVTUSVN504579,31/1/2023 14:21,54.59,175.55,19,Sugar 1000
XGBUTKLT640695,31/1/2023 14:23,25.08,0,19,Rainbow candy
KDKCCEMH467923,31/1/2023 14:24,97.33,0,19,Rainbow candy
NPVHRHZB448352,31/1/2023 14:26,1.66,0,19,Sweet mint
WWVGQSEA410143,31/1/2023 14:26,134.06,0,19,Sugar 1000
AQJMOYTQ644447,31/1/2023 14:27,115.15,0,19,Sweet mint
REPGMMUK153730,31/1/2023 14:28,110.38,125.03,19,Rainbow candy
NTEVSUOC335663,31/1/2023 14:29,130.85,0,19,Rainbow candy
FWSUNDPE797357,31/1/2023 14:30,123.58,0,19,Rainbow candy
SSLKZXML918687,31/1/2023 14:31,67.15,182.56,19,Sugar 1000
AOSBUREB343765,31/1/2023 14:33,142.29,0,19,Sugar 1000
MPDEGNMM551255,31/1/2023 14:35,54.45,0,19,Sugar 1000
TMAGTWSL746075,31/1/2023 14:36,91.24,36.68,19,Sweet mint
JEISYYFY236103,31/1/2023 14:38,66,0,19,Sweet mint
YKBZECMS600698,31/1/2023 14:38,28.01,0,19,Sweet mint
WAXDQAIB902244,31/1/2023 14:40,144.04,0,19,Rainbow candy
MGVGPPQR015440,31/1/2023 14:41,60.52,0,19,Rainbow candy
EZZCAWIY407590,31/1/2023 14:42,43.72,0,19,Sugar 1000
NXHTZKJM828340,3/11/2023 3:12:00,132.52,0,21,Sugar 1000
FPKOHHDB071677,3/11/2023 3:12:00,149.15,0,21,Rainbow candy
SJXUDYZG713208,3/11/2023 3:12:00,29.94,162.24,21,Sweet mint
AVTOFPLU058378,3/11/2023 3:14:00,28.01,108.73,21,Sugar 1000
VUBQJKMI203114,3/11/2023 3:15:00,146.23,0,21,Sweet mint
QQKLMVYI568422,3/11/2023 3:16:00,38.95,0,21,Sugar 1000
YEITGISX446878,3/11/2023 3:16:00,50.81,0,21,Sweet mint
FVZOCMCR623808,3/11/2023 3:17:00,124.45,210.13,21,Sweet mint
WMWZWOXW789130,3/11/2023 3:18:00,54.38,0,21,Rainbow candy
DXMYOGQJ550554,3/11/2023 3:20:00,56.65,184.03,21,Sweet mint
KFEMUBFL449858,3/11/2023 3:20:00,10.64,0,21,Sugar 1000
OVKNQNBO437046,3/11/2023 3:22:00,35.89,155.55,21,Rainbow candy
IITTXWRZ398427,3/11/2023 3:23:00,90.57,0,21,Sugar 1000
YCMZQATR470913,3/11/2023 3:24:00,74.74,61.93,21,Sweet mint
DNKSVTGW381258,3/11/2023 3:26:00,52.35,0,21,Rainbow candy
EYBXVXNV750318,3/11/2023 3:27:00,130.36,0,21,Sweet mint
DOAVVJDZ008480,3/11/2023 3:28:00,11.66,0,21,Sugar 1000
HFTUBDDL928041,3/11/2023 3:30:00,35.95,95.78,21,Sweet mint
BKWYEIRK204858,3/11/2023 3:31:00,35.37,9.9,21,Rainbow candy
ZWDGPQZQ063153,3/11/2023 3:32:00,147.73,243.25,21,Sugar 1000
ZQVVLOXK462473,3/11/2023 3:34:00,125.13,118.83,21,Sweet mint
GFYAZHFQ303565,3/11/2023 3:35:00,128.95,162.73,21,Rainbow candy
GRACKRWY394575,3/11/2023 3:36:00,130.34,0,21,Rainbow candy
IFXKLEWD548374,3/11/2023 3:37:00,85.39,0,21,Sugar 1000
XPURKTWV348883,3/11/2023 3:37:00,118.33,0,21,Sweet mint
EBFSTFPG021895,3/11/2023 3:39:00,14.92,204.21,21,Sugar 1000
CZWYJUPH618883,3/11/2023 3:41:00,63.82,72.44,21,Rainbow candy
XTCBEBKR649057,3/11/2023 3:42:00,18.11,45.92,21,Sugar 1000
DTFJQLYA979096,3/11/2023 3:43:00,58.13,161.44,21,Rainbow candy
OGCIJYKD564090,3/11/2023 3:45:00,36.82,0,21,Rainbow candy
XJJVZQUI914376,3/11/2023 3:45:00,48.3,249.74,21,Sweet mint
WZSUQIVO992997,3/11/2023 3:47:00,101.53,0,21,Rainbow candy
SINQHGFU364527,3/11/2023 3:48:00,56.26,0,21,Rainbow candy
RSLBNBOL209183,3/11/2023 3:49:00,71.97,52.38,21,Sweet mint
HGLYYGLR498744,3/11/2023 3:50:00,59.46,35.16,21,Sweet mint
QCGSJODI974482,3/11/2023 3:50:00,93.34,0,21,Sweet mint
YSAQESMQ820646,3/11/2023 3:51:00,24.9,102.72,21,Sweet mint
LKABOYDQ071058,3/11/2023 3:52:00,53.75,0,21,Rainbow candy
HKBLRYWM248504,3/11/2023 3:52:00,93.07,0,21,Rainbow candy
YCORCNVL068497,3/11/2023 3:53:00,106.15,0,21,Sugar 1000
ROEDSOFT353128,3/11/2023 3:55:00,69.81,0,21,Sweet mint
CQOOUKSJ936100,3/11/2023 3:56:00,130.3,161.19,21,Rainbow candy
YKGINIQY120445,3/11/2023 3:58:00,8.17,0,21,Sugar 1000
UFUUHWGW363359,3/11/2023 3:58:00,43.5,141.21,21,Sugar 1000
HEXOTGFZ797638,3/11/2023 3:59:00,44.23,0,21,Sweet mint
SLBMVCAG980831,3/11/2023 4:00:00,20.37,88.62,21,Rainbow candy
ZTGBTVGV838509,3/11/2023 4:01:00,19,173.69,21,Sugar 1000
CYJUBLIH584487,3/11/2023 4:03:00,134.66,58.66,21,Sugar 1000
YLFDSYUJ299208,3/11/2023 4:04:00,44.78,0,21,Sugar 1000
NEQPJJEH854032,3/11/2023 4:04:00,100.85,0,21,Rainbow candy
XLKWEQTL288412,3/11/2023 4:05:00,58.72,0,21,Sugar 1000
UYDGNYMO438810,3/11/2023 4:06:00,32.2,68.48,21,Sugar 1000
UFPLPAQM240659,3/11/2023 4:07:00,4.38,0,21,Rainbow candy
RDIZXVXA853675,3/11/2023 4:08:00,49.99,0,21,Rainbow candy
MGJNXXIY259249,3/11/2023 4:08:00,79.7,0,21,Sugar 1000
YVKHAWHL055668,3/11/2023 4:10:00,125.17,0,21,Sugar 1000
EMEGICFK931255,3/11/2023 4:11:00,125.69,0,21,Rainbow candy
PHURBRAE795906,3/11/2023 4:13:00,147.17,0,21,Sugar 1000
WSANNBZP689859,3/11/2023 4:15:00,13.25,0,21,Sweet mint
WDDUXVJD363776,3/11/2023 4:15:00,113.45,0,21,Rainbow candy
EUVDCCXR558375,3/11/2023 4:16:00,25.59,0,21,Rainbow candy
JOOLFLIA413876,3/11/2023 4:16:00,79.29,189.29,21,Rainbow candy
KIHUCIAS354925,3/11/2023 4:17:00,64.03,134.13,21,Sweet mint
LGKUQPMJ735745,3/11/2023 4:17:00,35.84,32.03,21,Sweet mint
LDVBJVXU369329,3/11/2023 4:19:00,70.59,0,21,Rainbow candy
TCUQFCPK086671,3/11/2023 4:21:00,3.98,0,21,Rainbow candy
DWHJHRFD480190,3/11/2023 4:21:00,149.74,98.69,21,Sugar 1000
CSQDHXOG944682,3/11/2023 4:23:00,134.46,0,21,Sweet mint
XXPIFHJE169684,3/11/2023 4:25:00,21.6,0,21,Rainbow candy
SFDEHSVG804304,3/11/2023 4:26:00,36.97,0,21,Sweet mint
RBCQIYQW614294,3/11/2023 4:26:00,77.4,157.57,21,Sugar 1000
YAPYFKRW159119,3/11/2023 4:28:00,138.49,65.97,21,Sugar 1000
YIRNYXMO857243,3/11/2023 4:29:00,99.56,0,21,Sweet mint
JJLPAAHF665149,3/11/2023 4:30:00,15.86,0,21,Sugar 1000
JKPWMENF576635,3/11/2023 4:31:00,147.57,0,21,Sugar 1000
BJLORMHL322244,3/11/2023 4:32:00,34.77,0,21,Rainbow candy
DZHIAWVW101785,3/11/2023 4:32:00,129.91,15.6,21,Sugar 1000
DHDBEFZV643090,3/11/2023 4:33:00,9.8,0,21,Rainbow candy
BNMLLOPL723395,3/11/2023 4:35:00,69.77,189.53,21,Sugar 1000
SXDMKOCG399446,3/11/2023 4:36:00,83.53,0,21,Rainbow candy
OUTDSIBV863105,3/11/2023 4:37:00,84.24,45.27,21,Sugar 1000
LTQVYLRZ310654,3/11/2023 4:39:00,98.63,0,21,Sugar 1000
FMEARQVG440523,3/11/2023 4:41:00,93.36,0,21,Rainbow candy
BOPUSORJ343405,3/11/2023 4:43:00,59.1,0,21,Rainbow candy
NQNVLOGV607437,3/11/2023 4:44:00,135.44,0,21,Sweet mint
AFAOOQNO058725,3/11/2023 4:46:00,15.3,0,21,Sweet mint
WBRPAHMF374173,3/11/2023 4:47:00,57.84,191.25,21,Sweet mint
SGHPHVLY239521,3/11/2023 4:48:00,5.55,0,21,Sugar 1000
KJRLSYAL906688,3/11/2023 4:49:00,36.07,0,21,Sugar 1000
DXAJCSYT824483,3/11/2023 4:49:00,79.69,0,21,Sweet mint
ESRYATGB653471,3/11/2023 4:51:00,102.84,0,21,Sweet mint
ZJJORQEF342293,3/11/2023 4:52:00,82.57,0,21,Rainbow candy
QXKKBRNR533221,3/11/2023 4:53:00,121.06,0,21,Sweet mint
YLLAVHGK561210,3/11/2023 4:55:00,70.1,0,21,Sweet mint
FMLFGVSL749762,3/11/2023 4:55:00,102.78,0,21,Sugar 1000
QTMFHSSO998205,3/11/2023 4:56:00,144.77,0,21,Sugar 1000
FDTTRCIY220283,3/11/2023 4:57:00,28.38,0,21,Sweet mint
FNRQMIWK893205,3/11/2023 4:57:00,94.8,0,21,Sweet mint
