transaction_id,currency_type,usd_value,deposited_date,deposited_time,user_id
13QZLTDA4Y220536,crypto,15136.26,9/9/2023,2:30:09,22
3PU0FQEVOK808701,fiat,32372.23,25/10/2023,16:16:21,22
H7M7WVT5EG972193,fiat,25737.15,28/10/2023,2:36:04,22
HH535EB3OH744621,crypto,12232.87,30/10/2023,2:18:49,22
H064FTBCY5710937,fiat,37655.01,26/2/2024,10:55:01,22
BGH4W1UHO5902564,fiat,8201.41,29/2/2024,8:29:25,22
VIEV1WH3HA393766,crypto,6434.61,9/3/2024,20:21:04,22
V0BPP0HQOB228289,fiat,48299.52,15/3/2024,11:37:35,22
4LOKZ6Z01X045003,fiat,31741.99,10/4/2024,14:54:14,22
IEDTIW4TGM671210,fiat,15473.44,13/4/2024,13:53:21,22
RMJ8Y6BQS8072983,fiat,17858.95,14/6/2024,14:32:10,22
JPP1JV8NTD657690,fiat,45272.82,25/6/2024,10:58:53,22
IS95N4341Q239298,fiat,44148.07,21/8/2024,1:40:26,22
99LLHYU8CJ244959,crypto,11399.75,19/9/2024,18:22:13,22
27P3BJLJQI633708,fiat,70083.42,22/9/2024,11:48:43,22
QEMJQ9ATFC342509,fiat,41898.45,23/9/2024,7:30:54,22
LCKKIA912D346738,crypto,52879.71,29/10/2024,4:15:23,22
94TQN181OJ851365,crypto,23594.02,11/11/2024,16:21:29,22
5E5JZOSA3M360364,fiat,2078.12,12/11/2024,12:32:37,22
MS0SXRB7WZ009134,crypto,49214.29,21/11/2024,10:09:20,22
DLT6SGGUNK959973,fiat,30562.39,6/12/2024,20:52:15,22
ZX67XAW1K5294327,fiat,39540.96,11/12/2024,13:22:12,22
FC9SQNMVVU892931,fiat,62321.25,24/12/2024,12:40:36,22
U6PDS4XC2F795320,crypto,57932.29,23/1/2025,2:40:30,22
UZ66OTOLUB703709,crypto,42918.04,25/1/2025,17:29:01,22
TZOULMY1DQ585153,crypto,44974.02,2/2/2025,21:05:07,22
RNF4NCNE7K586449,crypto,38216.05,28/2/2025,4:34:14,22
G1SIWMWW9H708441,fiat,34574.07,4/3/2025,18:53:44,22
563LPCDOUE417168,crypto,51570.4,10/3/2025,23:46:29,22
2TZVG4I1G2129685,fiat,16364.11,9/4/2025,12:03:45,22
Q9LS4R3OG0297964,fiat,37394.31,12/4/2025,23:50:20,22
AWPUKL7MWR714719,fiat,302.69,24/5/2025,8:06:41,22
8MUTALGB4N642253,fiat,26857.38,26/5/2025,16:10:36,22
TL94N27RB3484945,crypto,16846.54,18/6/2025,15:48:29,22
QHCW59WXFH446396,fiat,7860.53,26/12/2022,20:30:31,23
DTPRAX2KIM576814,fiat,44826.22,26/12/2022,20:36:20,23
HEUTPI2FZP062839,crypto,412.95,26/12/2022,21:03:55,23
9OUHPFFW4N448824,fiat,6420.7,26/12/2022,21:11:19,23
9JX8KGBEVX528607,crypto,18905.46,26/12/2022,22:13:30,23
FMJISVR2O8970946,fiat,18050.96,27/12/2022,0:06:03,23
483WG8SA0S678852,fiat,46585.78,27/12/2022,0:12:07,23
0FXQN737J3807247,fiat,43937.79,27/12/2022,0:22:13,23
48J6TYU35M478144,crypto,36672.05,27/12/2022,0:41:29,23
V5ZBI7CIBI590405,crypto,38606.97,27/12/2022,0:44:58,23
V6MM7UQ8UE727612,fiat,66516.28,27/12/2022,1:20:36,23
FOVQ54FHKK016394,fiat,37177.83,27/12/2022,1:33:15,23
BKV3GYFHKK694229,fiat,596.49,27/12/2022,1:51:01,23
CEDX1K1Y2W277102,crypto,48311.12,27/12/2022,2:33:59,23
LTN9A56YO6485947,fiat,3189.29,27/12/2022,4:14:44,23
1BG0UDWK3X262017,fiat,17532.38,27/12/2022,4:30:01,23
CESUIZWCKT599980,crypto,57905.63,27/12/2022,4:33:00,23
612Q9A5Y4N325018,fiat,34987.32,27/12/2022,4:55:15,23
EUWR5YS6ZE751195,fiat,6548.77,27/12/2022,4:58:23,23
SYCTZ6A2N0799206,crypto,18933.74,27/12/2022,5:23:25,23
CF6QA4UBVZ166240,crypto,974.24,27/12/2022,6:05:27,23
CLHK2TKSMM129405,fiat,1455.02,27/12/2022,7:03:33,23
48ND5OID7H342241,crypto,52254,27/12/2022,8:03:41,23
GAJQAR2HJM678666,fiat,69822.31,27/12/2022,8:13:25,23
85LXZHXKFS749579,fiat,65688.21,27/12/2022,8:50:02,23
UV9VM6QN9V798105,fiat,19445.82,27/12/2022,9:00:31,23
NPBTJQ3O0Z002649,crypto,61266.89,27/12/2022,9:10:46,23
XIH056PTLF940739,crypto,53305.99,27/12/2022,9:28:32,23
6QRPPUR0UU017318,crypto,37392.55,27/12/2022,10:21:33,23
VRXWX7KEC2733388,fiat,49477.17,27/12/2022,11:27:18,23
LLUJZNB81G587306,crypto,7051.05,27/12/2022,11:34:00,23
ZOATISVTXU520554,crypto,66789.63,27/12/2022,12:05:25,23
DP1F0TAIGJ958529,crypto,45718.1,27/12/2022,13:00:21,23
G4DIVFQXQZ045730,crypto,46623.06,27/12/2022,16:22:51,23
AH555M339X822588,fiat,18812.14,27/12/2022,16:50:06,23
PC0O1SO1WE907563,fiat,68252.75,27/12/2022,16:56:51,23
9ZT275CDA1512437,crypto,14302.29,27/12/2022,16:58:00,23
PPGQ6O7PHD500396,fiat,9166.93,27/12/2022,18:17:40,23
D61SYVYB4V203753,crypto,1221.9,27/12/2022,18:32:49,23
L6598AYA7Z217641,crypto,55869.4,27/12/2022,18:45:56,23
XMSP97ZJYQ688470,crypto,18232.18,27/12/2022,19:45:46,23
HNCBGI9LBH066483,fiat,16541.22,27/12/2022,19:59:45,23
TREAY6Q3UY670193,crypto,32085.27,27/12/2022,20:01:39,23
KNG5LS5DIN118011,fiat,27580.45,27/12/2022,20:28:12,23
7RQN96VG28016466,fiat,25471.6,27/12/2022,21:09:26,23
Q6Y4640W9J327759,crypto,28032.74,27/12/2022,21:10:55,23
48GC6VWS2F700305,crypto,68351.99,27/12/2022,21:14:07,23
XGR0AEAJUD107636,crypto,45697.33,27/12/2022,23:31:05,23
MPTXBAINC0157481,fiat,26122.3,30/12/2022,9:03:53,23
OYWWK1CYOW250500,crypto,50638.99,20/1/2023,4:19:06,23
SEOPK66OIR852405,crypto,45055.67,26/3/2023,3:33:48,23
834ZPV4104456119,fiat,36449.68,9/4/2023,20:01:31,23
HN1XXXGNGB016574,fiat,14247.1,6/5/2023,10:03:11,23
ARUHJCB0CC492443,crypto,35554.97,16/6/2023,12:36:54,23
KP14TTIRPX009672,crypto,67228.91,19/6/2023,13:19:08,23
WLU8KH1N49148690,crypto,61496.54,3/7/2023,4:19:38,23
T2URK1O7PP755393,crypto,9297,1/9/2023,1:27:42,23
9XN07ZIQDF993619,crypto,59131.28,11/9/2023,6:06:09,23
OPNVA1HW72164666,crypto,51948.53,15/9/2023,5:12:53,23
DMVU0BDUHE860451,fiat,68992.14,15/9/2023,5:42:16,23
XMO58OA5IZ720330,crypto,68569.4,29/9/2023,12:22:08,23
847EG46JSB459653,crypto,16074.65,26/10/2023,17:19:43,23
SW26DMFSL0560083,fiat,8803.56,2/11/2023,20:05:20,23
KOZTN7BAQP286895,fiat,37123.06,18/11/2023,13:20:24,23
24BAU2WXOD457106,fiat,36011.2,27/12/2023,21:54:47,23
I8BUCJR4RJ887942,fiat,2876.37,21/1/2024,7:10:46,23
0Y9SGW7QKB535678,crypto,64820.05,17/2/2024,22:45:45,23
CLGW4CAXC1744635,fiat,65146.54,15/3/2024,15:53:36,23
ADO1HYE4TS670186,fiat,72919.07,24/3/2024,21:44:43,23
AUCE7TWW1W257414,crypto,72476.8,1/4/2024,20:04:05,23
GG8XTAQN0Z475066,crypto,64333.34,5/4/2024,12:34:00,23
LN3XO22DBF825694,fiat,61151.29,7/4/2024,21:32:53,23
SQNPH77X9L280380,fiat,13536.52,11/4/2024,5:14:48,23
33LVSRFDET227650,fiat,14688.19,30/5/2024,7:30:33,23
OK7X6LDBNV505045,fiat,44945.97,5/6/2024,10:52:50,23
7RRHVKDNIJ192146,crypto,45893.26,16/6/2024,16:10:32,23
F3V1B1G0WH311755,crypto,49774.14,4/7/2024,18:54:56,23
FM5WCYOJL4737277,fiat,1166.7,21/7/2024,23:50:54,23
A5F75RIIGF042853,fiat,33356.07,1/8/2024,6:03:58,23
Y5389FEE81217466,fiat,24771.06,26/8/2024,23:22:57,23
Y9DY17I16V964530,crypto,16478.15,27/8/2024,19:54:38,23
NOKNUEDIQ8123170,fiat,42334.4,16/9/2024,22:38:57,23
7LIDT6YL05915468,fiat,12789.45,17/9/2024,17:24:34,23
P15B6ZA96G186925,fiat,20464.65,24/10/2024,16:28:43,23
SIC4XCQ9A4945522,crypto,61808.25,5/11/2024,22:44:28,23
DOF6GGDZY2670026,fiat,69401.02,1/1/2025,4:12:53,23
GDC75SMWJ2377931,crypto,39395.34,2/1/2025,12:45:25,23
QPDJC9L0VS109142,crypto,9706.3,19/1/2025,16:04:28,23
3MDUQWHCNI705180,crypto,40043.53,22/4/2025,14:01:14,23
5R68TTC6V1369021,fiat,35231.27,27/4/2025,4:54:57,23
2JYD95TS1W230353,fiat,49350.56,30/4/2025,12:22:42,23
1IUVZPJ1DV471104,fiat,34801.03,22/5/2025,3:39:00,23
GKUFMCU502801869,fiat,27229.43,3/11/2024,0:29:49,24
GT3UBVVQAC707213,fiat,5792.18,3/11/2024,0:34:51,24
J60ZSU4F69200603,crypto,36071.84,3/11/2024,1:06:32,24
P4XKRC4ZCH160484,fiat,7520.54,3/11/2024,1:20:59,24
CT3PJ8KQ8R500481,crypto,8380.1,3/11/2024,1:54:06,24
Q1U5CZ9YJJ237912,fiat,42248.02,3/11/2024,2:21:29,24
2M4Y2DLNKC849288,crypto,35556.07,3/11/2024,2:31:54,24
4PXB93GVUD594830,fiat,42786.64,3/11/2024,3:41:45,24
SEWRU8UEL4174547,fiat,1829.75,3/11/2024,3:47:16,24
1G8KKJQHWC688658,crypto,5177.28,3/11/2024,3:53:55,24
N1ZATBY4FK732325,crypto,3349.27,3/11/2024,3:58:11,24
D4WOFFROHL659433,fiat,54034.27,3/11/2024,4:25:14,24
NUUO2BOSPK855497,fiat,19947.6,3/11/2024,5:01:16,24
LB50NYWR6M584181,crypto,26170.29,3/11/2024,5:36:32,24
YUT2AC5MB4977229,fiat,1277.81,3/11/2024,6:07:03,24
YGH5QTN6PI980980,crypto,28542.38,3/11/2024,6:22:28,24
9ME24JUHNS212903,crypto,10426.6,3/11/2024,6:27:23,24
JTMVYIU9FQ545115,crypto,54390.39,3/11/2024,6:35:29,24
I6SF6KMMSZ426139,fiat,28978.19,3/11/2024,9:21:35,24
7H2ZWNWWZN741039,fiat,9914.4,3/11/2024,9:23:39,24
FCBQ1I2CI4763418,crypto,17670.13,3/11/2024,9:29:19,24
MBKR0I2JID087848,crypto,43370.32,3/11/2024,9:30:37,24
RCXJYRQT98611562,fiat,49457.07,3/11/2024,9:32:25,24
56OLURCVGC642961,crypto,34250.57,3/11/2024,10:32:37,24
CC1V3G4SM5319432,crypto,23014.6,3/11/2024,10:39:49,24
Y652BESEA8278280,crypto,13878.85,3/11/2024,10:52:42,24
ZP71KLUIOV381096,crypto,40205.37,3/11/2024,10:59:49,24
Y0TWSG0JMK001356,fiat,44978.53,3/11/2024,11:41:58,24
LP8H29KNDZ938702,fiat,25362.68,3/11/2024,11:43:29,24
5ZO84MP5XW133450,crypto,41115.35,3/11/2024,11:59:04,24
H0NH063PI6573193,crypto,14757.75,3/11/2024,12:00:48,24
MUQC00BOYV472517,crypto,31798.51,3/11/2024,12:09:29,24
9BZSDM5IPF832517,fiat,29007.02,3/11/2024,12:17:56,24
TNERDUAUB2731912,fiat,41457.39,3/11/2024,12:25:13,24
QN54M2OCJU882750,crypto,7934.39,3/11/2024,12:28:36,24
OVO74T1VVV462863,fiat,5447,3/11/2024,13:02:26,24
4TYK6UFZQS380089,fiat,59701.29,3/11/2024,13:04:32,24
7SVQRJPTHL727365,fiat,32916.86,3/11/2024,13:30:58,24
TQYM5FCRVH558183,fiat,32764.95,3/11/2024,13:51:23,24
0QL7U8ZCW1419708,fiat,57830.55,3/11/2024,14:50:09,24
X48ZTDG83B811719,fiat,45196.61,3/11/2024,15:18:35,24
IBOYBC77WK926843,fiat,51686.72,3/11/2024,15:33:48,24
PQMA1N3ZUP999451,fiat,18325.21,3/11/2024,17:00:29,24
ZDYLY3JYU2503769,crypto,35739.34,3/11/2024,18:11:43,24
78X5VTPNUI847488,fiat,19392.44,3/11/2024,18:24:11,24
NK3DBO5NWA126227,crypto,44578.77,3/11/2024,18:37:52,24
ADEH5M19OP927005,crypto,36450.83,3/11/2024,18:40:19,24
D6CSPC9RIP580953,fiat,42345.85,3/11/2024,18:57:31,24
75RL7OAJ07461439,fiat,53088.74,3/11/2024,19:21:35,24
QS4W734KJP609306,fiat,55707.57,3/11/2024,19:56:49,24
LEAPZTZ4RD275189,crypto,42224.56,3/11/2024,20:11:13,24
N81EP1HLGX331326,fiat,29709.56,3/11/2024,20:26:26,24
KB1XUWRURY733256,fiat,41900.69,3/11/2024,20:27:57,24
K3LHTYEKC8487372,crypto,48147.43,3/11/2024,20:42:26,24
67GOTAGL7E391878,crypto,3523.12,3/11/2024,21:06:35,24
PBKGN148IM568405,fiat,25393.21,3/11/2024,21:09:33,24
KJ0XCN6NOU965921,fiat,25977.15,3/11/2024,21:44:40,24
JLHOLWXIYO967273,fiat,6550.79,3/11/2024,21:57:22,24
XT1NLOAG8S507412,fiat,21955.04,3/11/2024,21:57:30,24
7IH7J5X6XF935879,fiat,44601.56,3/11/2024,22:21:11,24
KUQ6C0WR8S074589,crypto,53928.3,3/11/2024,22:34:57,24
AFG081WHTV010837,crypto,14696.02,3/11/2024,23:03:55,24
BWVR0FZPVA300414,fiat,34672.16,3/11/2024,23:30:17,24
FROPO9L21U967708,fiat,14906.32,4/11/2024,0:04:46,24
ZDUSN20MPM239795,crypto,22128.22,4/11/2024,0:19:39,24
1SMHV5Q2TK407435,crypto,7219.35,4/11/2024,0:46:32,24
MPQWPX0UIH673978,fiat,5935.36,4/11/2024,0:52:46,24
MJW9S9ZWQU606844,crypto,39158.85,4/11/2024,1:11:33,24
XIE3WGHFFH894125,crypto,22439.38,4/11/2024,1:32:38,24
3OCDU996PR325817,fiat,52054.41,4/11/2024,2:34:07,24
HYLINT4QKH500216,fiat,31597.92,12/11/2024,13:11:49,24
E46GHI3352156581,fiat,20424.97,20/12/2024,16:33:04,24
O4W5K1QIHA338792,fiat,47599.32,3/1/2025,3:50:06,24
JCB7IK8VAR132386,crypto,52649.01,17/1/2025,23:54:31,24
KHFGJKDZEU392750,fiat,25583.65,8/2/2025,10:44:47,24
1TDMN7Y8RB471379,crypto,36890.99,25/2/2025,23:04:45,24
APA5VF6R24455568,crypto,13235.32,25/3/2025,8:17:12,24
XEKGP5IZ8V110025,crypto,16782.96,20/4/2025,9:10:21,24
DT77CCBBLC410789,fiat,27574.12,21/4/2025,18:11:25,24
ERPCQR5VK8761350,fiat,51437.96,27/4/2025,16:26:17,24
LI0K0LCVJX511929,crypto,27666.09,30/4/2025,17:57:45,24
YM3QUCZGFB143114,crypto,55539.81,11/5/2025,4:20:01,24
J9N39YWIWH849594,crypto,11370.25,17/5/2025,5:54:37,24
N7QM2YM66R247358,crypto,54477.93,24/5/2025,15:13:37,24
WIZSXUKGBL815861,fiat,7205.45,16/6/2025,4:59:38,24
LE947ZLFYW559749,fiat,44273.19,22/6/2025,1:09:17,24
PIYT260K58832279,crypto,57130.02,27/11/2022,19:12:16,25
TM164EDZLT153988,crypto,58816.41,27/11/2022,19:27:40,25
WMK5Y1ZUO3997962,fiat,12736.67,27/11/2022,19:27:48,25
K5NJEPG6AE910219,crypto,13059.68,27/11/2022,21:58:11,25
5VW29KZS4C264599,crypto,10164.27,27/11/2022,22:25:46,25
SA2S3HULXI379127,crypto,12007.07,27/11/2022,22:28:38,25
GQTO0086OX603132,fiat,11181.72,27/11/2022,22:56:40,25
BP3TMM4FHT204016,crypto,52675.41,27/11/2022,22:59:32,25
RZKWDFYO2D081815,fiat,55907.95,27/11/2022,23:06:45,25
N2580RVY1A100092,fiat,7015.71,27/11/2022,23:09:54,25
RJ86CIKSJ6690867,fiat,1500.12,27/11/2022,23:47:18,25
2Z8EGQ86IU924213,fiat,40998.13,28/11/2022,0:10:02,25
LMYXPJ2H1K861891,fiat,29582.91,28/11/2022,0:20:21,25
YNCZJXJY1S581961,fiat,61887.45,28/11/2022,0:40:41,25
G2EW5JAFS8399718,fiat,5312.77,28/11/2022,1:23:12,25
JT4EVL240F090672,crypto,19575.09,28/11/2022,1:24:17,25
KGCL54VLPI361635,fiat,70869.53,28/11/2022,1:33:44,25
QP306HJGNF905191,crypto,53704.84,28/11/2022,2:07:55,25
7WH605FECJ127996,fiat,66758.31,28/11/2022,2:11:15,25
HRXOV4JN9R481493,crypto,70441.72,28/11/2022,3:01:28,25
P0H4CJDVXE516641,crypto,15269.64,28/11/2022,4:01:35,25
DHE93M0S8M040457,fiat,74118.9,28/11/2022,4:24:41,25
ZJ3W9U4PN8701386,crypto,62279.04,28/11/2022,4:48:33,25
O2KO6AL5Q0294565,fiat,73001.9,28/11/2022,4:52:05,25
0C0IZQAHGR717797,crypto,20942.72,28/11/2022,5:37:09,25
BKN4QNXBGB252248,fiat,13233.11,28/11/2022,6:14:27,25
WJZDJ4F5EE788723,fiat,37834.81,28/11/2022,8:01:28,25
RG10Z3XDRI116628,crypto,72644.66,28/11/2022,8:03:42,25
MTFGCNPAVH874099,crypto,12097.84,28/11/2022,8:21:51,25
TF9JK4MG3D170308,crypto,35067.75,28/11/2022,8:33:16,25
P36HM2CWY0002279,fiat,43708.28,28/11/2022,8:49:50,25
2ZV0C6ZY5R333989,crypto,27391.76,28/11/2022,9:50:54,25
L3RMHFW7HW539122,crypto,71509.52,28/11/2022,10:04:49,25
6KVTAF8EJS413220,fiat,36534.94,28/11/2022,10:35:11,25
C1FUBM747Z226645,crypto,56739.98,28/11/2022,11:55:28,25
0HCJFJXRXS268610,crypto,18137.56,28/11/2022,12:52:21,25
OD35IQPZQ6779245,crypto,60343.49,28/11/2022,13:24:25,25
4D3SG2L3P1482881,fiat,46510.91,28/11/2022,13:37:58,25
ITLDEU5QPV146593,crypto,77.31,28/11/2022,13:38:35,25
PTJHW41UIZ540017,fiat,15497.76,28/11/2022,14:14:20,25
JW7TTGR1LK283164,fiat,27074.56,28/11/2022,14:42:05,25
9VN850TODY959221,fiat,44713.7,28/11/2022,14:50:56,25
NSPVTI697J673152,fiat,69269.88,28/11/2022,15:24:52,25
3Y26ONEY3H815271,fiat,59069.69,28/11/2022,15:36:00,25
S39KF3MIY9639194,crypto,72979.16,28/11/2022,15:57:19,25
IH3P80D5U8091138,fiat,56091.82,28/11/2022,16:49:27,25
426WC7JMOQ271416,fiat,44369.17,28/11/2022,16:52:58,25
LM10XTXHF7987703,fiat,67479.45,28/11/2022,18:11:27,25
IWY46RZWSB965790,fiat,1319.37,28/11/2022,18:36:05,25
IUGBI8SQSC298797,fiat,61798.61,28/11/2022,18:39:38,25
EWDOPDUVZT822890,crypto,67984.47,28/11/2022,18:52:25,25
CDSBEST5AL734568,crypto,46894.06,28/11/2022,19:20:44,25
N8TCVHNWDV971801,crypto,57761.93,28/11/2022,19:23:19,25
87SRSL3AW0331390,crypto,35207.85,28/11/2022,19:40:24,25
CMRR4BXYDK414307,fiat,41484.87,28/11/2022,20:02:08,25
56ORK6JZ47771388,fiat,7438,28/11/2022,20:44:52,25
KT6ILUB639146097,fiat,14021.29,31/12/2022,2:44:57,25
MZXRAPPCFY152158,crypto,39633.61,25/1/2023,0:44:08,25
NYJD7AJSJI302457,crypto,71705.65,11/2/2023,10:13:07,25
4RJWS8INJL963350,fiat,37918.78,23/3/2023,4:24:19,25
EIM9914QVZ118120,crypto,54438.5,27/3/2023,12:20:44,25
B1DDYJLODG590787,fiat,46216.86,11/4/2023,15:16:52,25
02AEJ0SOMW804040,fiat,69257.47,13/4/2023,19:58:12,25
JFCZRV64HY893917,crypto,52073.89,12/5/2023,2:11:35,25
0RO9L2RLAE919106,fiat,47841.88,27/5/2023,8:36:38,25
NF77NXN3F8656811,crypto,17431.02,11/6/2023,2:52:10,25
FQECAYMWJ5345974,crypto,38068.15,28/6/2023,18:26:40,25
0ZC67LM3II999170,crypto,1835.53,14/7/2023,3:54:03,25
H40OH9XJ1D235133,crypto,9741.04,20/7/2023,20:53:43,25
P3SE0XQA87971633,crypto,14869.64,10/8/2023,6:18:25,25
36DZ9OO8H6853208,fiat,54403.58,3/10/2023,15:59:43,25
I7MD0QM5I0922707,crypto,15542.52,30/10/2023,12:47:14,25
22EVBI3D44953535,fiat,18742.5,28/11/2023,15:58:46,25
GQ5QMASBE8453517,crypto,45417.65,29/11/2023,20:24:31,25
SFOZLYKFKD609930,fiat,70126.65,21/12/2023,19:58:23,25
2SAKCEGD5Y367333,crypto,16627.89,5/1/2024,6:22:10,25
F93V5MX2RS301575,fiat,4352.26,26/1/2024,1:12:32,25
0ATUURYCJW616667,crypto,6050.5,28/2/2024,18:30:07,25
7U3XIDA2UP225814,crypto,12594.75,1/3/2024,4:21:23,25
ANPWEE585J633733,fiat,6838.9,11/3/2024,1:36:34,25
PLRM8T6WLC710955,fiat,6565.11,3/4/2024,1:04:57,25
PY9LFFQGVZ049507,crypto,60931.26,4/4/2024,7:21:55,25
MFKCFHYUD1223211,crypto,67104.91,17/4/2024,15:36:17,25
GHQIM4UYAR554672,crypto,58707.38,2/5/2024,4:01:21,25
JYG579TRY0454815,fiat,19985.23,10/5/2024,4:15:59,25
MDHZ9AOJDZ754290,fiat,32529.63,8/6/2024,17:39:48,25
L2XLOYYCCY886062,crypto,3080.41,26/7/2024,9:06:37,25
W70581DTGV527157,fiat,10705.84,31/7/2024,22:02:32,25
U15MJXMMKU685802,crypto,41112.11,5/8/2024,14:26:55,25
3WK6PNZ1N2235239,fiat,52177.51,31/8/2024,7:15:50,25
HN2629L0BU457777,fiat,55538.83,3/9/2024,14:56:22,25
CT4S6DE2ZS181694,crypto,24896.44,20/10/2024,16:28:13,25
P33HI7KLGU969995,fiat,40428.56,10/11/2024,21:13:50,25
NQXTWQSKBU386854,fiat,56136.4,6/12/2024,14:58:35,25
MP3OSBFS7V774803,fiat,20346.94,16/12/2024,23:01:57,25
DO7NJWJ1F3550198,crypto,49417.85,22/12/2024,20:53:59,25
BFRJFHCBDK379143,fiat,3641.68,27/12/2024,17:43:21,25
YBZ8IL2XB4069810,crypto,8610.95,28/12/2024,5:01:35,25
7H94E5VVHB301903,fiat,50543.44,31/12/2024,0:00:13,25
BLYPHE4OZ0627588,crypto,59787.73,26/1/2025,21:05:00,25
JX4ARUH1WG313714,crypto,57587.39,27/1/2025,12:12:13,25
CL8AOGT42F944458,fiat,16667.74,7/2/2025,0:27:21,25
VD2401BD26230678,fiat,53726.59,27/2/2025,19:20:34,25
67ABO16MZC651193,crypto,28630.45,18/3/2025,21:01:34,25
FW4NHUP4RM657048,crypto,37714.91,15/4/2025,1:19:41,25
082QNGCION271312,crypto,61777.21,2/5/2025,14:36:38,25
4A37JMURWW695768,fiat,23522.01,2/5/2025,20:33:26,25
WC1PHY7OX2184705,fiat,39429.58,7/5/2025,6:11:10,25
1F2S6PJZPJ452345,crypto,42768.99,13/5/2025,20:14:11,25
C9D3VE2MBY663627,fiat,9300.52,22/5/2025,12:10:33,25
D94L605587753575,crypto,63015.47,24/5/2025,14:19:31,25
Q29OZ71QOA579544,crypto,34631.45,26/5/2025,7:17:31,25
72TOVT9ZIJ671260,fiat,3473.36,7/6/2025,8:19:24,25
VBA718XTUV231826,crypto,16749.76,11/2/2025,23:23:02,26
BC75W9N94Y358954,fiat,35387.81,11/2/2025,23:26:50,26
XGVKANSIK4394783,fiat,51163.38,11/2/2025,23:34:10,26
AK6WSXYNRS890709,crypto,71262.03,11/2/2025,23:36:00,26
OZOQ2KV2IW660647,fiat,14672.58,11/2/2025,23:44:30,26
KI3KZ6TE7J428693,crypto,20053.28,11/2/2025,23:57:21,26
QUGPXC9B4Y311822,crypto,3984.24,11/2/2025,23:57:33,26
J6TOH1HYAL126346,crypto,12511,11/2/2025,23:58:22,26
70MABV42JV294487,fiat,37179.66,12/2/2025,0:29:14,26
8D3HAEWRDJ380006,fiat,16162.98,12/2/2025,0:38:06,26
HRI6PY4XVE879772,crypto,62956.66,12/2/2025,0:52:11,26
SA1ZQSAKAZ069441,crypto,45000.88,12/2/2025,0:54:05,26
RU8NMVJESD635244,crypto,54827.71,12/2/2025,1:44:55,26
3A3BIT1KE7948670,fiat,54968.89,12/2/2025,2:45:19,26
S0EHU71ALV238985,crypto,9267.24,12/2/2025,2:49:04,26
P7KRQ6EWFU858540,crypto,47590.5,12/2/2025,2:55:17,26
MW1VT5U5Y4675371,crypto,64929.28,12/2/2025,3:40:42,26
A08WS8410C689310,fiat,50593.02,12/2/2025,4:12:02,26
GN8L9OCU8W288911,crypto,64837.47,12/2/2025,4:39:49,26
X8S49SIJ69458000,crypto,64561.58,12/2/2025,4:59:48,26
Q0NMJ8S77T018569,fiat,50630,12/2/2025,5:20:43,26
D5Q37GXISC391222,crypto,41222.95,12/2/2025,5:26:35,26
7N1AYMR4C4059093,crypto,88368.31,12/2/2025,6:12:04,26
ROLBFIBA62758626,crypto,89362.68,12/2/2025,6:39:39,26
Z2QSRDMV45100776,crypto,82051.26,12/2/2025,6:43:30,26
EQZ3ITBYR6676037,fiat,86942.07,12/2/2025,7:04:34,26
TRLE69LDDO238650,fiat,35446.79,12/2/2025,7:30:46,26
DZ7V5WDJJA820842,crypto,63924.63,12/2/2025,7:47:48,26
W44TQHMEKE961892,crypto,46427.38,12/2/2025,8:06:30,26
LBRONRXPIF424887,crypto,39677.64,12/2/2025,8:07:09,26
9MO7QFLGMP319523,fiat,26108.63,12/2/2025,8:12:18,26
S8FHEWMPAJ814881,fiat,37901.94,12/2/2025,8:13:50,26
FLAWT818MJ267547,crypto,5015.77,12/2/2025,8:32:49,26
D2NLPZQNJW620736,crypto,89566.54,12/2/2025,8:48:32,26
K19F6GH7HY662979,fiat,75365.38,12/2/2025,8:59:16,26
CJN02A4ZYL060951,fiat,76691.69,12/2/2025,9:07:50,26
BM2YP29Q76244324,crypto,88275.42,12/2/2025,9:27:09,26
1HDEAU3E7G785151,fiat,80444.98,12/2/2025,9:34:34,26
0AJJPPE9HT981284,crypto,58152.37,12/2/2025,9:55:44,26
APCOTJL43L932575,crypto,37524.78,12/2/2025,10:22:19,26
7BVFN90JTJ299609,crypto,69547.68,12/2/2025,10:25:16,26
ATUDDCE4WM409164,fiat,84161,12/2/2025,10:26:43,26
6YYAMKMUU5092809,fiat,27586.51,12/2/2025,11:14:50,26
SVDKJ8AYYD693506,crypto,36581.28,12/2/2025,11:41:28,26
FI3R560WPN245751,crypto,4112.16,12/2/2025,11:52:47,26
NGMRBB330O791887,crypto,29687.77,12/2/2025,13:07:37,26
DICU3DZLW0301355,crypto,38846.22,12/2/2025,13:11:22,26
WRZ0XNP2S8968285,fiat,84148.37,12/2/2025,14:46:16,26
UVFDOS1S5C696260,fiat,3060.79,12/2/2025,15:29:48,26
Q0GQZOXA8M222957,crypto,40778.18,12/2/2025,15:41:17,26
09P95LKHGJ004620,fiat,21800.85,12/2/2025,15:50:29,26
14904INC8J600780,crypto,65946.12,12/2/2025,15:55:55,26
LXAU9W30VJ042380,fiat,11524.21,12/2/2025,16:40:19,26
F2FZXQW6ZW319030,crypto,47620.82,12/2/2025,16:54:13,26
11Q8D0X44M333906,fiat,7912.13,12/2/2025,17:22:45,26
UMY5E33E67971629,fiat,31317.93,12/2/2025,19:00:52,26
